tool,base,jpinpoint-common-rules,Design,Multithreading,Error Prone,Performance,Best Practices,jpinpoint-concurrent-rules,bug_id,jpinpoint-spring-rules,Security,jpinpoint-sql-rules
BLIA,0.43699062313699694,7.905992648690298,2.12520514246638,6.754808821064589,4.472469514875101,7.679529918664488,6.8685351323216475,6.006340930086185,548714.7990192084,10.217711427032148,-8.53508945223704,-50.0396932921185
BRTracer,0.43505832685284695,7.0260927785487235,1.6027884220065822,7.014269336406167,3.3693556397374467,6.886243127394264,5.949909538241014,6.225017292859361,531539.7727668337,5.2499513500495025,2.476096537369939,-22.562495221740747
BugLocator,0.3989369269228675,9.592186267661775,3.3016340379357754,9.267151409866159,5.933784750408541,9.399314166259876,8.067971101301335,7.931692641584647,579676.6374058574,5.459747467784473,0.7788595831338284,-31.089041082213846
VSM,0.30372098423432004,13.851511093886526,7.889003498706453,12.05566825662614,11.522763509750625,15.110791862018896,11.846958585733837,9.67798716744999,761435.4948603861,4.001515949688292,-0.41576201340361746,-45.37545828755511
rVSM,0.37414882927658133,9.707982981571877,3.3838667781458476,9.218476793835135,6.0229416016515405,10.130187567338831,8.153301868080927,7.854250558256656,618087.9827756648,5.922602877755829,6.638411824726666,-41.12936312510681
