,0
bug_id,553310.4030639665
jpinpoint-common-rules,8.174757231633599
Performance,7.988362404106209
Multithreading,7.678743189112304
jpinpoint-spring-rules,6.975803414955375
Best Practices,6.962138590621332
jpinpoint-concurrent-rules,6.721016954843397
Error Prone,4.5918699683403625
Design,2.3432092008029124
base,0.4236619589709038
Security,-1.760044443911091
jpinpoint-sql-rules,-34.56374319869103
