,alpha,lower,upper,mean,label
0,90.0,23.718565834975696,47.06728960736382,0.3511598618962137,BugLocator orig
1,90.0,25.15876224146129,49.07809699795495,0.37932588801526373,BugLocator ext
2,90.0,31.645772657140352,52.040970663780904,0.4174067669569065,BLIA orig
3,90.0,34.70155839465017,57.70139226460773,0.42504059966951546,BLIA ext
4,90.0,31.964542052540306,52.72588143228323,0.4110657576335689,BRTracer orig
5,90.0,32.73189236040082,52.63200390218283,0.4258962963231426,BRTracer ext
