,alpha,lower,upper,mean,label
0,90.0,47.451245162862286,52.32575104002402,0.49627718154565786,BLIA orig
1,90.0,47.58146154372174,52.471466607199524,0.49679788683830306,BLIA ext
2,90.0,44.55827771049151,47.743509121363175,0.4632870157659509,BugLocator orig
3,90.0,44.49462998497668,47.742135851797734,0.46474181114447266,BugLocator ext
4,90.0,48.59442114914852,52.20892695222885,0.5050763275478485,BRTracer orig
5,90.0,48.37933726367616,53.06189311792271,0.5052163714588507,BRTracer ext
