,test,stat,p,h0,x_label,y_label
0,shapiro_stat,0.8551616668701172,0.006512902677059174,BLIA_ext - that the data was drawn from normal distribution,BLIA_ext,BLIA
1,dagostino_stat,2.6464740289270683,0.26627197917768575,BLIA_ext - that the data was drawn from normal distribution,BLIA_ext,BLIA
0,shapiro_stat,0.9089828133583069,0.06095534935593605,BLIA - that the data was drawn from normal distribution,BLIA_ext,BLIA
1,dagostino_stat,1.7561575707553816,0.41558056466252424,BLIA - that the data was drawn from normal distribution,BLIA_ext,BLIA
0,t_test_ind_one_sided,0.4363704585022138,0.33251866700967925,BLIA_ext is not greater than BLIA,BLIA_ext,BLIA
0,welch_t_test_ind_one_sided,0.4363704585022138,0.3325191646438517,BLIA_ext is not greater than BLIA,BLIA_ext,BLIA
0,t_test_rel_one_sided,3.276437989286333,0.0019852469126916896,BLIA_ext is not greater than BLIA,BLIA_ext,BLIA
0,wilcoxon,188.0,0.0005083084106445312,BLIA_ext is not greater than BLIA,BLIA_ext,BLIA
0,x_min,0.4247826295785613,0.4247826295785613,x_min,BLIA_ext,BLIA
0,y_min,0.399158249766244,0.399158249766244,y_min,BLIA_ext,BLIA
0,x_var,0.0015866774452582147,0.0015866774452582147,x_var,BLIA_ext,BLIA
0,y_var,0.0015240984575670558,0.0015240984575670558,y_var,BLIA_ext,BLIA
0,x_std,0.03983311995385517,0.03983311995385517,x_std,BLIA_ext,BLIA
0,y_std,0.03903970360501032,0.03903970360501032,y_std,BLIA_ext,BLIA
0,shapiro_stat,0.8551616668701172,0.006512902677059174,BLIA_ext - that the data was drawn from normal distribution,,
1,dagostino_stat,2.6464740289270683,0.26627197917768575,BLIA_ext - that the data was drawn from normal distribution,,
0,shapiro_stat,0.9089828133583069,0.06095534935593605,BLIA - that the data was drawn from normal distribution,,
1,dagostino_stat,1.7561575707553816,0.41558056466252424,BLIA - that the data was drawn from normal distribution,,
0,t_test_two_sided,0.4363704585022138,0.6650373340193585,BLIA_ext is not different BLIA,,
0,welch_t_test_two_sided,0.4363704585022138,0.6650383292877033,BLIA_ext is not different BLIA,,
0,x_min,0.4247826295785613,0.4247826295785613,x_min,,
0,y_min,0.399158249766244,0.399158249766244,y_min,,
0,shapiro_stat,0.9463043808937073,0.31444814801216125,BRTracer_ext - that the data was drawn from normal distribution,BRTracer_ext,BRTracer
