,Performance,jpinpoint-common-rules,Best Practices,Multithreading,jpinpoint-concurrent-rules,project,size,mean_bug_report_len,mean_file_count
0,50.480256136606194,48.20348630380648,66.48879402347919,34.596229099964425,24.653148345784416,BENCH4BL,5622,1338.2426182853078,1.5451796513696194
1,84.14376321353065,52.43128964059197,77.3784355179704,35.095137420718814,36.36363636363637,ROO,473,1305.860465116279,1.547568710359408
2,88.2051282051282,77.17948717948718,95.64102564102565,70.25641025641025,66.66666666666666,HBASE,390,1358.1923076923076,1.5743589743589743
3,35.475792988313856,54.09015025041736,70.11686143572621,41.235392320534224,22.287145242070117,CAMEL,1198,1134.9782971619366,1.6160267111853088
