,project,java_file_count,mean_java_loc,mean_all_loc
0,BENCH4BL,1111.5,90.89257719527636,158.82729620026265
1,ROO,1046.0,94.60133843212238,153.2676864244742
2,HBASE,2714.0,285.5869565217391,407.135593220339
3,CAMEL,7428.0,54.791733979536886,94.40266558966074
